review,label,cleaned_review
"""Gespenster"" Question of to be cool in the German cinema<br /><br />There are not many German films in the last ten years, who have made me so interest. Yes, the problem of the most German films are in this film ""Gespenster"" too. He is on some places to uncooked to be good to see. Special the figure of Toni (Sabine Timento) is too cool. But thats is in German films always so. Everybody must to learns this coolneß - is the realism in this films. Thats difficult to understand. But in this case it makes some sense, because she steals and she lies - she is the kind of girl is better you never love it, because you lose it. Thats not clear for the other girl Nina in this film. She love her - and she would lose her. But Nina lost everything. She will play with soft emotion and a sad feeling. There is no way - but you must take it said Herbert Achterbusch for twenty years. Thats so often the way it goes in German films. Why? Nina (Julia Hummer) is not inside of the laws of society - the is outside - and there she have no chance. This films tries not on every place to gave her a part inside. Thats one of the problems - the stupid break with conventions - the criminal fascination. Throw it all away - and go nowhere! But the actress plays this difficult part very interesting. On the other side - there the parents - who are the pendant to the two girls. The have a car - a hotel suite - the have money and live in world with music of the opera. But the film stand always in some distance to seem. There is no much explaining of them.<br /><br />In the center of this film, there is one scene you will never forget. The two girls got to a casting. And there they should say how they find together. In this scene Toni will lying on. She said a fantastic story-has nothing to do with her. And then Nina will say the truth. She said it in an introversion way. There is no exhibition in it. She looks to the bottom and said what will happened for here. Thats a great moment. In the next scene on the party with pictures in red this feeling is going on- than Toni goes away...<br /><br />Okay, The film will end - in the German way of coolneß - rubbish - here the circle of sadness is closing. But there was a moment - where is happening something else - and this moment was important. He is more than German coolneß - and this moments are rare in the German cinema in this time!",1,gespenster question cool german cinemabr br many german film last ten year made interest yes problem german film film gespenster place uncooked good see special figure toni sabine timento cool thats german film always everybody must learns coolneß realism film thats difficult understand case make sense steal lie kind girl better never love lose thats clear girl nina film love would lose nina lost everything play soft emotion sad feeling way must take said herbert achterbusch twenty year thats often way go german film nina julia hummer inside law society outside chance film try every place gave part inside thats one problem stupid break convention criminal fascination throw away go nowhere actress play difficult part interesting side parent pendant two girl car hotel suite money live world music opera film stand always distance seem much explaining thembr br center film one scene never forget two girl got casting say find together scene toni lying said fantastic storyhas nothing nina say truth said introversion way exhibition look bottom said happened thats great moment next scene party picture red feeling going toni go awaybr br okay film end german way coolneß rubbish circle sadness closing moment happening something else moment important german coolneß moment rare german cinema time
'Cry Freedom' is a movie about how far people will go to find the truth.<br /><br />The first half is an interesting portrayal of an unlikely friendship between activist Steve Biko and Editor Don Woods (played fanatically by Dezel Washington and Kevin Klein). While the second half deals with Woods looking for answers on Biko's death.<br /><br />Although most people favor the first half of the movie which focuses on the unlikely friendship between Biko and Woods'. I found the second half about Don woods struggle to have Biko's story be heard around the world much more interesting.,1,cry freedom movie far people go find truthbr br first half interesting portrayal unlikely friendship activist steve biko editor wood played fanatically dezel washington kevin klein second half deal wood looking answer bikos deathbr br although people favor first half movie focus unlikely friendship biko wood found second half wood struggle bikos story heard around world much interesting
"I really thought they did an *excellent* job, there was nothing wrong with it at all, I don't know how the first commenter could have said it was terrible, it moved me to tears (I guess it moved about everyone to tears) but I try not to cry in a movie because it's embarrassing but this one got me. It was SOOO good! I hope they release it on DVD because I will definitely buy a copy! I feel like it renewed my faith and gave me a hope that I can't explain, it made me want to strive to be a better person, they went through so much and we kind of take that for granted, I guess. Compared to that, I feel like our own trials are nothing. Well, not nothing, but they hardly match what they had to go through. I loved it. Who played Emma?!",1,really thought excellent job nothing wrong dont know first commenter could said terrible moved tear guess moved everyone tear try cry movie embarrassing one got sooo good hope release dvd definitely buy copy feel like renewed faith gave hope cant explain made want strive better person went much kind take granted guess compared feel like trial nothing well nothing hardly match go loved played emma
"When I think of Return of the Jedi I think epic. Yeah Ewoks were in there so what? They're an interesting add to the movie (not to mention they are similar to the Vietcong who were also able to take down a technologically advanced army with primitive acts). Jedi is definitely more darker then the rest of the movies. Emperor Palpatine (portrayed by the amazing theater actor Ian McDiarmid) was one the best parts of the movie. Palpatine is so evil and vicious, Vader looks like Mr. Rogers compared to him . Speaking of Darth Vader, what an amazing end to such an iconic character. Vader is truly a modern day Greek tragedy and I think people can now especially understand and appreciate this after Revenge of the Sith came out. His redemption at the end was moving and really brings a happy yet bittersweet feeling to you. The best part was of course the special effects. It's amazing how a film from the early eighties can still stand the test of time with it's graphics. The scenes at Jabba's palace (Leia looks amazing in that metal bikini) and of course the epic three way battle at the end are still stunning to look at. In all Jedi's deep plot and emotional moments (primarily between Luke Vader and Palpatine and when Luke reveals the truth to Leia) and incredible special effects is a fitting end to one of the most beloved franchises in cinema history.",1,think return jedi think epic yeah ewoks theyre interesting add movie mention similar vietcong also able take technologically advanced army primitive act jedi definitely darker rest movie emperor palpatine portrayed amazing theater actor ian mcdiarmid one best part movie palpatine evil vicious vader look like mr rogers compared speaking darth vader amazing end iconic character vader truly modern day greek tragedy think people especially understand appreciate revenge sith came redemption end moving really brings happy yet bittersweet feeling best part course special effect amazing film early eighty still stand test time graphic scene jabbas palace leia look amazing metal bikini course epic three way battle end still stunning look jedis deep plot emotional moment primarily luke vader palpatine luke reveals truth leia incredible special effect fitting end one beloved franchise cinema history
"I'd waited for some years before this movie finally got released in England, but was in many ways very pleased when I finally saw it. There are a lot of great things to the film, for a start the acting. Its not something I have all that much need for in a horror picture but the people in this film all put in fine work. This and the constantly gripping and interesting script, with a nice sorta Lovecraftian feel to it, give the film a real solid backbone. Add to this the doses of surreal nightmare imagery and occasional gruesome gore and the films a winner. It has my favorite kind of gore too, supernatural and splattery. Also, the characters of Marcus, the angry bodybuilding transsexual and Daisy, his mentally retarded lover/plaything are genuinely freakish and unnerving at times, and give a far out, anything goes sense of morbid grown up craziness which works well with the frequent Freudian overtones. This is one of the most impressive recent horror movies, far more shocking or out there than anything Hollywood can produce. My only gripe was that I wanted the ending to be darker in tone, but it still works, so on the whole I'd really recommend this to serious horror buffs.",1,id waited year movie finally got released england many way pleased finally saw lot great thing film start acting something much need horror picture people film put fine work constantly gripping interesting script nice sorta lovecraftian feel give film real solid backbone add dos surreal nightmare imagery occasional gruesome gore film winner favorite kind gore supernatural splattery also character marcus angry bodybuilding transsexual daisy mentally retarded loverplaything genuinely freakish unnerving time give far anything go sense morbid grown craziness work well frequent freudian overtone one impressive recent horror movie far shocking anything hollywood produce gripe wanted ending darker tone still work whole id really recommend serious horror buff
"A true anomaly in the French cinema ,this despairing work has no equivalent in the contemporary production.One would rather have to look on the side of Louis Malle's ""le feu follet"" (1963)(the fire within) to find something not completely unlike Harel's effort.Wry and cynical,having lost all his illusions,the hero ,a computer scientist,has got no more reason to live.Absolutely none.Estranged from the human race,he seems to live his life as some kind of entomologist,studying his colleagues.One of them catches his attention:Tisserand-José Garcia plays the most demeaning part of the decade-.Then Tisserand will become some kind of prey:all his pessimism will rub off on this poor man.The scene is the night-club climaxes the strange relationship:the hero tells his victim that his life will always be unfulfilled unless he.... Well now the movie takes a more conventional turn so to speak (Clouzot's misanthropy maybe)but just for a while.<br /><br />The form is weird beyond comment There are two voices-over,one for the narrator who always refers to the main character as ""our hero"",one for the aforementioned hero.The story takes place,now in Paris,now in Rouen ,Guy de Maupassant's town.In a scene with his shrink ,the hero says the writer's madness was only the expression of his disgust for Man and he draws a parallel between his despair and Maupassant's one.<br /><br />This depressing movie is only suitable for an informed audience.Not for the very short excerpts of X-rated movies,but because after watching it,you may be feeling down in the dumps.",1,true anomaly french cinema despairing work equivalent contemporary productionone would rather look side louis malles le feu follet 1963the fire within find something completely unlike harels effortwry cynicalhaving lost illusionsthe hero computer scientisthas got reason liveabsolutely noneestranged human racehe seems live life kind entomologiststudying colleaguesone catch attentiontisserandjosé garcia play demeaning part decadethen tisserand become kind preyall pessimism rub poor manthe scene nightclub climax strange relationshipthe hero tell victim life always unfulfilled unless well movie take conventional turn speak clouzots misanthropy maybebut whilebr br form weird beyond comment two voicesoverone narrator always refers main character heroone aforementioned herothe story take placenow parisnow rouen guy de maupassant townin scene shrink hero say writer madness expression disgust man draw parallel despair maupassant onebr br depressing movie suitable informed audiencenot short excerpt xrated moviesbut watching ityou may feeling dump
"this isn't 'Bonnie and Clyde' or 'Thelma and Louise' but it is a fine road movie. it sets up its two main characters gently and easily. viewers learn the underlying tensions quickly, which is a tribute to the director. there is the young french (and English) speaking son who wants to do well in France, has a french girlfriend and who drinks alcohol, parties as young men do. And there is his moroccan arabic (and french) speaking father who devoutly follows his Muslim faith, with generosity and the wisdom of elders and who rejects the new culture surrounding him (like mobile phones). the film could explore very powerful politics - the odd couple drive thru the former Yugoslavia, thru Turkey and then thru the Middle East to get to Mecca. these are areas where the Muslim populations have been involved in wars, repression, ethnic cleansing; where dictators have pursued torture and summary executions to hold power and where religious communities are in constant deadly battle with each other. yet the film moves thru those places and possibilities with only hints of such agendas. the relationship between the two is key to this film, and faith, politics are the backdrop. it seems to be saying that we are all human, and need to understand and care for each other in order to manage well in this world. it certainly isn't 'Natural Born Killers' and is all the better for it.",1,isnt bonnie clyde thelma louise fine road movie set two main character gently easily viewer learn underlying tension quickly tribute director young french english speaking son want well france french girlfriend drink alcohol party young men moroccan arabic french speaking father devoutly follows muslim faith generosity wisdom elder reject new culture surrounding like mobile phone film could explore powerful politics odd couple drive thru former yugoslavia thru turkey thru middle east get mecca area muslim population involved war repression ethnic cleansing dictator pursued torture summary execution hold power religious community constant deadly battle yet film move thru place possibility hint agenda relationship two key film faith politics backdrop seems saying human need understand care order manage well world certainly isnt natural born killer better
"What starts out as a very predictable and somewhat drab affair is in the end quite hilarious and entertaining. ""Right to Die"" is not very suspenseful but it more than makes up for that with some outlandish set pieces and over the top gore.<br /><br />Spoilers here: <br /><br />Top credits also go to the dead-on performance from Martin Donovan as one of the most despicable characters ever to grace the screen. Playing the character in a great ""aloof"" fashion, you nearly feel bad for the guy in the end when his grand plan ultimately fails. Corbin Bernsen also chews up the scenery playing a not-so-good-guy who gets his just desserts.<br /><br />End of Spoiler.<br /><br />As a revenge-from-the-dead flick, ""Right to Die"" benefits heavily from it's performers and is more than an OK way to spend less than an hour.",1,start predictable somewhat drab affair end quite hilarious entertaining right die suspenseful make outlandish set piece top gorebr br spoiler br br top credit also go deadon performance martin donovan one despicable character ever grace screen playing character great aloof fashion nearly feel bad guy end grand plan ultimately fails corbin bernsen also chew scenery playing notsogoodguy get dessertsbr br end spoilerbr br revengefromthedead flick right die benefit heavily performer ok way spend less hour
"An absurdly hilarious and strikingly human tale of the jealousies and infidelities surrounding a beetle marriage, Russian animation pioneer Wladyslaw Starewicz's ""Mest kinematograficheskogo operatora"" (""The Cameraman's Revenge"", or ""The Revenge of a Kinematograph Cameraman"") is a delight of early animation, brimming with highly-effective stop-motion puppetry and no shortage of imagination.<br /><br />Mr. and Mrs. Beetle have a completely uneventful marriage, and both yearn for more excitement in their lives. Mr. Beetle's desires can only be satisfied by the beautiful exotic dancer at the ""Gay Dragonfly"" night club, whom he visits whenever he takes a ""business trip"" to the city. She is the only one who understands him. A fellow admirer of this dancer, an aggressive grasshopper, is jealous that Mr. Beetle has stolen his lady and, as fate would have it, he is also a movie cameraman. The devious grasshopper follows Mr. Beetle and his acquaintance to a hotel room, where he films their exploits through the keyhole.<br /><br />Meanwhile, Mrs. Beetle has, likewise, acquired a friend to add excitement to her life. He is an artist, and he brings her a painting for a present, before they both settle down on the couch for some intimacy. At that moment, however, Mr. Beetle returns home and witnesses the entire spectacle. As Mr. Beetle bashes through the front door, the artist friend clambers up the chimney, but he doesn't escape without Mr. Beetle first venting his anger and frustration upon him.<br /><br />There is a certain irony in the statement that follows: ""Mr. Beetle is generous. He forgives his wife and takes her to a movie."" He is generous enough to forgive her, and yet he had been equally unfaithful just minutes earlier. At this point in time, however, we still haven't forgotten the jealous movie cameraman who had been plotting his revenge, and it is no surprise when he turns out to be the projectionist for the film Mr. and Mrs. Beetle are attending. Suddenly intercut into the film they are enjoying is the footage of Mr. Beetle's disloyalty, and the angry wife hits him across the head with an umbrella, before the frightened and angry husband dives through the theatre screen in search of the grasshopper.<br /><br />In the final scene, both Mr. and Mrs. Beetle, now somewhat more appreciative of each other, are serving time in prison for the fire that broke out when Mr. Beetle sought his final revenge. We do, indeed, hope that ""the home life of the Beetles will be less exciting in the future"" This film may appear to be a mere story of the comings-and-goings of a miniscule insect species, but Starewicz is communicating so much more than that. This isn't a story about beetles  it is a story about us. And it's startlingly accurate, isn't it?!",1,absurdly hilarious strikingly human tale jealousy infidelity surrounding beetle marriage russian animation pioneer wladyslaw starewiczs mest kinematograficheskogo operatora cameraman revenge revenge kinematograph cameraman delight early animation brimming highlyeffective stopmotion puppetry shortage imaginationbr br mr mr beetle completely uneventful marriage yearn excitement life mr beetle desire satisfied beautiful exotic dancer gay dragonfly night club visit whenever take business trip city one understands fellow admirer dancer aggressive grasshopper jealous mr beetle stolen lady fate would also movie cameraman devious grasshopper follows mr beetle acquaintance hotel room film exploit keyholebr br meanwhile mr beetle likewise acquired friend add excitement life artist brings painting present settle couch intimacy moment however mr beetle return home witness entire spectacle mr beetle bash front door artist friend clamber chimney doesnt escape without mr beetle first venting anger frustration upon himbr br certain irony statement follows mr beetle generous forgives wife take movie generous enough forgive yet equally unfaithful minute earlier point time however still havent forgotten jealous movie cameraman plotting revenge surprise turn projectionist film mr mr beetle attending suddenly intercut film enjoying footage mr beetle disloyalty angry wife hit across head umbrella frightened angry husband dive theatre screen search grasshopperbr br final scene mr mr beetle somewhat appreciative serving time prison fire broke mr beetle sought final revenge indeed hope home life beetle less exciting future film may appear mere story comingsandgoings miniscule insect specie starewicz communicating much isnt story beetle  story u startlingly accurate isnt
"******* SPOILER! ********<br /><br />i saw this gr8 film a few years back, its a lovely story about a young fella who wants to drink his mothers milk at the breast but she thinks he is to old for it. he ends up lusting after another ladies breasts and ends up in competition with his brother who fancies her. throw in a jealous husband of this woman who cannot get ""aroused"" and you have a cheeky yet warm story about love, friendship and lovely pairs of jugs hehe<br /><br />its brilliant<br /><br />dont be put off by sub-tit-les hehe!",1,spoiler br br saw gr8 film year back lovely story young fella want drink mother milk breast think old end lusting another lady breast end competition brother fancy throw jealous husband woman cannot get aroused cheeky yet warm story love friendship lovely pair jug hehebr br brilliantbr br dont put subtitle hehe
"This show was great, it wasn't just for kids which I thought at first, it is for the whole family.<br /><br />The first season was mostly about the father looking after is two daughters and son, he sadly passed away in season 2, I Could believe it when I heard it.<br /><br />I am clad they carried on with the show as that what would really happen in really life and I need to mention The Goodbye Episode it was so well made, it must of be so hard for them to film this , you could tell they were real tears in theirs eyes. I am 24 year old male and this episode did make me cry me as I know how they felt as my father died when I was 13 years too just like Roy.<br /><br />Season 2 and Season 3 had great comedy in there also season 3 had some of my Favorites such Freaky Friday, Secrets.<br /><br />I Still think the show was Strong enough to go on, I was disappointed that it ended, it was one the best no it was the best Family comedy show ever since Home Improvement and it could have been the next Friends.<br /><br />it should never have ended but still love watching the repeats everyday.",1,show great wasnt kid thought first whole familybr br first season mostly father looking two daughter son sadly passed away season 2 could believe heard itbr br clad carried show would really happen really life need mention goodbye episode well made must hard film could tell real tear eye 24 year old male episode make cry know felt father died 13 year like roybr br season 2 season 3 great comedy also season 3 favorite freaky friday secretsbr br still think show strong enough go disappointed ended one best best family comedy show ever since home improvement could next friendsbr br never ended still love watching repeat everyday
This is one of the best of the genre. I saw it twice about 25yrs ago and have not had another opportunity to see it again since then. It rivals the Zatoichi series (also starring Katsu) in exciting swordplay.,1,one best genre saw twice 25yrs ago another opportunity see since rival zatoichi series also starring katsu exciting swordplay
This unpretentious Horror film is probably destined to become a cult classic. Much much better than 90% of the Scream rip-offs out there! I even hope they come up with a sequel!,1,unpretentious horror film probably destined become cult classic much much better 90 scream ripoffs even hope come sequel
"Finally got to see this classic TV movie on an unofficial disc recorded from an old VHS, it is a classic piece of horror. Its a pity more of this neglected corner of horror in terms of official releases on DVD and VHS ... the TV horror movie. Recommended for all fans of the 70's TV movie much like trilogy of terror. Those interested should get the book on the subject by David Deal - Television Fright Films of the 70's. Email me for a chance to see it.....its fabulous to see it again.<br /><br />It does have it problems like many TV movies they have to be rather inventive in the effects dept and even at 70 mins it can seem to drag possibly we are all used to more modern editing but still great stuff and far better than many theatrical frights released today.",1,finally got see classic tv movie unofficial disc recorded old vhs classic piece horror pity neglected corner horror term official release dvd vhs tv horror movie recommended fan 70 tv movie much like trilogy terror interested get book subject david deal television fright film 70 email chance see itits fabulous see againbr br problem like many tv movie rather inventive effect dept even 70 min seem drag possibly used modern editing still great stuff far better many theatrical fright released today
"I was hooked from beginning to end. Great horror comes from disturbing imagery and organic shocks that are created not to make you jump, but to make you go ""What the f*ck did I just see?"" All the other commentators gave short summaries of what the film is about, so I won't rehash what has already been said. I was telling other people about this movie days after I had seen it just because it still haunted me. I even had a bad dream after seeing it, and I am a true horror fan, not easily spooked by tripe like ""The Grudge"" or even ""Silent Hill"". What gave me the bad dreams was the unease I felt about what I would do if I were in that cell with those guys. What would my personal horror be? my subconscious took me there, and it was not pleasant. That my friends is what a good horror flick does to you! The best part of this movie is that it is subtle. It's not about Bogeymen that jump out at you,alien invasions, or tons of gore. It's the opposite. The horror you create in your own mind. The irony for the four characters is that the horror comes not from an external force that asserts it's power over them. Simply, the men ask for the one thing they desire, and they get it...but not in the way they imagined. So on the one hand, they get what they wish for from an occult book, but may ultimately wish they hadn't. Sometimes being locked in a jail cell is the best place to be!",1,hooked beginning end great horror come disturbing imagery organic shock created make jump make go fck see commentator gave short summary film wont rehash already said telling people movie day seen still haunted even bad dream seeing true horror fan easily spooked tripe like grudge even silent hill gave bad dream unease felt would cell guy would personal horror subconscious took pleasant friend good horror flick best part movie subtle bogeyman jump youalien invasion ton gore opposite horror create mind irony four character horror come external force asserts power simply men ask one thing desire get itbut way imagined one hand get wish occult book may ultimately wish hadnt sometimes locked jail cell best place
"Otto Preminger, completing a noir cycle at Twentieth Century Fox, reunited his ""Laura"" leads for this stark, gritty detective drama. Dana Andrews again portrays a cop, but this time he's hardened, cynical and has been accused of police brutality by his superior - ""You don't hate hoods, you liked to beat them up!"". Mark Dixon (Andrews) despises criminals, as his own father was a crook. He doesn't want to be ""Sandy Dixon's kid"" so he became a policeman, but his methods are harsh and hated.<br /><br />One night, investigating a murder, he unknowingly punches a suspect, Ken Paine (Craig Stevens) so hard that it kills him. A shaken Dixon does his best to cover it up, intending to frame a hated thug, Scalise (Gary Merrill) for the crime. However, the blame falls on Paine's father-in-law, Jiggs Taylor (Tom Tully), whose daughter, department store model Morgan Taylor (Tierney) is estranged from her husband but keeps getting drawn into his gambling schemes. Paine had slapped his wife, enraging her father, who did show up at his son-in-law's apartment, but not until Dixon had departed with the body. With no better suspects, Jiggs is arrested and charged.<br /><br />Riddled with guilt, Mark falls for Morgan and offers money for an attorney. He decides to take on Scalise anyway but leaves a letter to be given to the department in the event of his death, confessing everything. In the end, he cannot live with the knowledge with what he has done, and he permits the letter to be read by his superior and by Morgan. Despite all the tragic circumstances, Morgan professes her love for Mark and will wait for him.<br /><br />It was great to find this film on DVD, after so many years of televised obscurity. Eddie Mueller, a film noir historian, provides the commentary and does a good job, but I find his assertion that audiences wouldn't have caught the significance of the casting of the two leads, since ""Laura"" had been made six years earlier. In that respect, he is mistaken because they had appeared in ""The Iron Curtain"" two years prior to WTSE and the film was a box-office success.<br /><br />Andrews and Tierney were fabulous together, and Ruth Donnelly is tremendous comic relief as restaurant owner Martha, fanning the flames between the detective and the dame.<br /><br />The night cityscapes give the film an air of menace. Gary Merrill is great as the low-life Scalise, who had a criminal past with Dixon's dad (""Your father liked me,"" he taunts Mark). Karl Malden and a young Neville Brand are terrific also. And Tom Tully is just touching and funny as Morgan's unjustly accused pop.<br /><br />A watchable film noir with a fantastic cast.",1,otto preminger completing noir cycle twentieth century fox reunited laura lead stark gritty detective drama dana andrew portrays cop time he hardened cynical accused police brutality superior dont hate hood liked beat mark dixon andrew despises criminal father crook doesnt want sandy dixons kid became policeman method harsh hatedbr br one night investigating murder unknowingly punch suspect ken paine craig stevens hard kill shaken dixon best cover intending frame hated thug scalise gary merrill crime however blame fall paine fatherinlaw jiggs taylor tom tully whose daughter department store model morgan taylor tierney estranged husband keep getting drawn gambling scheme paine slapped wife enraging father show soninlaws apartment dixon departed body better suspect jiggs arrested chargedbr br riddled guilt mark fall morgan offer money attorney decides take scalise anyway leaf letter given department event death confessing everything end cannot live knowledge done permit letter read superior morgan despite tragic circumstance morgan professes love mark wait himbr br great find film dvd many year televised obscurity eddie mueller film noir historian provides commentary good job find assertion audience wouldnt caught significance casting two lead since laura made six year earlier respect mistaken appeared iron curtain two year prior wtse film boxoffice successbr br andrew tierney fabulous together ruth donnelly tremendous comic relief restaurant owner martha fanning flame detective damebr br night cityscape give film air menace gary merrill great lowlife scalise criminal past dixons dad father liked taunt mark karl malden young neville brand terrific also tom tully touching funny morgan unjustly accused popbr br watchable film noir fantastic cast
"In Northeastern of Brazil, the father of the twelve years old illiterate Maria (Fernanda Carvalho) sells his daughter to the middle man of a prostitution organization, Tadeu (Chico Dias), to be employed as a housemaid and have a better life. However, the girl is resold to the farmer Lourenço (Otávio Augusto) that deflowers her, and he gives the abused girl to his teenager son to have his first sexual experience. Then she is sent to a brothel in a gold field in Amazonas and explored his owner, the despicable Saraiva (Antonio Calloni). When Maria escapes to Rio de Janeiro expecting a better life, she is explored by the cáften Vera (Darlene Glória).<br /><br />""Anjos do Sol"" exposes the sad and shameful reality of child prostitution in Brazil through the fate of the girl Maria. Last year I saw ""Lilja 4-ever"" that tells an identical story in the former Soviet Union; therefore this problem does exist in Third World countries. Director and writer Rudi Lagemann presents a great movie exposing the reality but never showing nudity or explicit sexual scenes. It is the debut of the promising Fernanda Carvalho, who has an excellent performance in the role of a scared child fighting for survival. Most of the prostitutes are amateurs, and it is impossible to recognize the famous Darlene Glória so different she is after many plastic surgeries. The bitter and hopeless end of the story is also very realistic. My vote is ten.<br /><br />Title (Brazil): ""Anjos do Sol"" (""Angels of the Sun"")",1,northeastern brazil father twelve year old illiterate maria fernanda carvalho sell daughter middle man prostitution organization tadeu chico dia employed housemaid better life however girl resold farmer lourenço otávio augusto deflowers give abused girl teenager son first sexual experience sent brothel gold field amazona explored owner despicable saraiva antonio calloni maria escape rio de janeiro expecting better life explored cáften vera darlene glóriabr br anjos sol expose sad shameful reality child prostitution brazil fate girl maria last year saw lilja 4ever tell identical story former soviet union therefore problem exist third world country director writer rudi lagemann present great movie exposing reality never showing nudity explicit sexual scene debut promising fernanda carvalho excellent performance role scared child fighting survival prostitute amateur impossible recognize famous darlene glória different many plastic surgery bitter hopeless end story also realistic vote tenbr br title brazil anjos sol angel sun
"Coming of age movies are quite usual these days. For 1980, ""Foxes"" really gives its meaning. Jodie Foster plays her character straight out. Ever since she did ""Taxi Driver"" four years earlier, she has a stronger character in this movie. She's Jeanie, a high schooler who has plenty of guts, and seems to get out of any situation she's in. Scott Baio plays Brad way before Chachi on ""Happy Days"". He's deemed immature by the other girls. Cherie Currie is Annie, hangs with the wrong crowd, chased by her policeman father. Jeanie and her three other friends decide to live on the wild side until they move into a rented house where a party get totally out of hand. Exploring life on the other side of the tracks can be either fun or dangerous. Annie is rescued by Jeanie and Brad all the time whenever she gets wasted. Reality comes back hard where she is killed in a automobile accident. And one gets married to a much older man. Growing up isn't easy, sometimes we got to explore life how it is. In reality, you got to be careful about the people surrounding you. For me, I was my own person, and I tend to stay that way! Great music, great plot, this movie's a gem! 4 out of 5 stars!",1,coming age movie quite usual day 1980 fox really give meaning jodie foster play character straight ever since taxi driver four year earlier stronger character movie shes jeanie high schooler plenty gut seems get situation shes scott baio play brad way chachi happy day he deemed immature girl cherie currie annie hang wrong crowd chased policeman father jeanie three friend decide live wild side move rented house party get totally hand exploring life side track either fun dangerous annie rescued jeanie brad time whenever get wasted reality come back hard killed automobile accident one get married much older man growing isnt easy sometimes got explore life reality got careful people surrounding person tend stay way great music great plot movie gem 4 5 star
"I was up late flipping cable channels one night and ran into this movie from about 10 minutes into the start - every time I even thought going to bed, something kept on telling me to keep on watching it even though it was way way way past my bedtime.<br /><br />This movie could have been another easy slam dunk anti-gun film, but instead they chose to examine the aftereffects of the shootings. And even better, the movie kept on with the real life - just when you think they are going to take the easy and obviously contrived way out, a twist comes along and changes the whole outlook of the movie. This film not only doesn't follow the formula, it shows how other events often lead up to and/or affect what happens afterwards.<br /><br />I only wish the filmmakers had explored the issues around anti-depressant drugs more - the kids from Columnbine who did the shootings were on them for years and it was frightening to watch the way Deanna popped them every time the nightmares started. Up until recently they were dispensing the stuff like candy and only now do they even begin to understand what long term effects the drugs have. It was very refreshing to see that the mental illness aspect of the story was given quite a bit of film, having a relative who suffers from a mental illness, I can say that the movie was dead nuts on in every aspect of mental illnesses. Bravo to the director and writer who obviously did their homework on those issues. And for those who think certain things couldn't happen in a hospital (I don't want to tell any particulars), you're dead wrong on that too - I've been there. The script was so real it was amazing.<br /><br />Go BUY this film and show it to your teenage kids before it's too late. Someday they'll thank you for it.",1,late flipping cable channel one night ran movie 10 minute start every time even thought going bed something kept telling keep watching even though way way way past bedtimebr br movie could another easy slam dunk antigun film instead chose examine aftereffect shooting even better movie kept real life think going take easy obviously contrived way twist come along change whole outlook movie film doesnt follow formula show event often lead andor affect happens afterwardsbr br wish filmmaker explored issue around antidepressant drug kid columnbine shooting year frightening watch way deanna popped every time nightmare started recently dispensing stuff like candy even begin understand long term effect drug refreshing see mental illness aspect story given quite bit film relative suffers mental illness say movie dead nut every aspect mental illness bravo director writer obviously homework issue think certain thing couldnt happen hospital dont want tell particular youre dead wrong ive script real amazingbr br go buy film show teenage kid late someday theyll thank
"I loved this mini series. Tara Fitzgerald did an incredible job portraying Helen Graham, a beautiful young woman hiding, along with her young son, from a mysterious past. As an anglophile who loves romances... this movie was just my cup of tea and I would recommend it to anyone looking to escape for a few hours into the England of the 1800's. I also must mention that Toby Stephens who portrays the very magnetic Gilbert Markham is reason enough to watch this wonderful production.",1,loved mini series tara fitzgerald incredible job portraying helen graham beautiful young woman hiding along young son mysterious past anglophile love romance movie cup tea would recommend anyone looking escape hour england 1800s also must mention toby stephen portrays magnetic gilbert markham reason enough watch wonderful production
"Not really a big box office draw, but I was pleasently surprised<br /><br />with this movie. James ""I did some things to Farrah Fawcett"" Orr <br /><br />co-wrote and directed this movie about an ordinary, average guy<br /><br />named Larry Burrows who thinks his life would have been<br /><br />incredibly different if he hit a homerun at a key baseball game<br /><br />when he was 15. But thanks to mysterious and magical bartender<br /><br />Mike, Larry gets his wish, yet soon realizes that his new life<br /><br />isn't exactly as he hoped it would be.<br /><br />I must say, this movie really impressed me. Critics have given<br /><br />it mixed, and I must say the concept is really interesting and<br /><br />pulled off well. Yes, it is a little standard, but packs enough<br /><br />funny moments, drama and excellent acting to make it really<br /><br />good. James Belushi (I think) was Oscar worthy for his role. Jon<br /><br />Lovitz is perfect, and Linda Hamilton plus Renee Russo shine in<br /><br />their roles. Michael Caine is perfect as the bartender. It's<br /><br />just a good movie with a good lesson. If you've never seen, I<br /><br />highly recommend you check",1,really big box office draw pleasently surprisedbr br movie james thing farrah fawcett orr br br cowrote directed movie ordinary average guybr br named larry burrow think life would beenbr br incredibly different hit homerun key baseball gamebr br 15 thanks mysterious magical bartenderbr br mike larry get wish yet soon realizes new lifebr br isnt exactly hoped would bebr br must say movie really impressed critic givenbr br mixed must say concept really interesting andbr br pulled well yes little standard pack enoughbr br funny moment drama excellent acting make reallybr br good james belushi think oscar worthy role jonbr br lovitz perfect linda hamilton plus renee russo shine inbr br role michael caine perfect bartender itsbr br good movie good lesson youve never seen ibr br highly recommend check
